sep=;
"Time";"APP: 3 - Node: 11";"APP: 3 - Node: 8860215";"APP: 4 - Node: 11880865";"APP: 4 - Node: 12";"APP: 2 - Node: 13";"APP: 2 - Node: 8860310";"APP: 1 - Node: 11879605";"APP: 1 - Node: 13"
"2020-10-09T12:40:28+02:00";null;null;null;null;null;null;4;6
"2020-10-09T12:40:31+02:00";null;null;4;7;null;null;4;5
"2020-10-09T12:40:32+02:00";7;4;null;null;null;null;null;null
"2020-10-09T12:40:35+02:00";null;null;null;null;null;null;4;0
"2020-10-09T12:40:36+02:00";null;null;4;7;null;null;null;null
"2020-10-09T12:40:37+02:00";0;4;null;null;5;4;null;null
"2020-10-09T12:40:40+02:00";null;null;null;null;null;null;4;6
"2020-10-09T12:40:41+02:00";null;null;4;7;6;4;null;null
"2020-10-09T12:40:42+02:00";7;4;null;null;null;null;null;null
"2020-10-09T12:40:43+02:00";null;null;null;null;3;4;null;null
"2020-10-09T12:40:45+02:00";null;null;null;null;null;null;4;6
"2020-10-09T12:40:46+02:00";null;null;null;null;7;4;null;null
"2020-10-09T12:40:48+02:00";null;null;null;null;2;4;null;null
"2020-10-09T12:40:50+02:00";null;null;null;null;2;4;null;null
"2020-10-09T12:42:11+02:00";7;0;0;7;null;null;null;null
"2020-10-09T12:42:16+02:00";6;5;3;7;null;null;null;null
"2020-10-09T12:42:19+02:00";null;null;null;null;6;6;0;5
"2020-10-09T12:42:21+02:00";6;5;3;7;null;6;6;5
"2020-10-09T12:42:22+02:00";null;null;null;null;7;null;null;null
"2020-10-09T12:42:25+02:00";null;null;null;null;null;null;7;null
"2020-10-09T12:42:26+02:00";6;5;3;7;null;null;null;6
"2020-10-09T12:42:27+02:00";null;null;null;null;4;6;null;null
"2020-10-09T12:42:31+02:00";6;5;3;7;null;6;6;0
"2020-10-09T12:42:32+02:00";null;null;null;null;7;null;null;null
"2020-10-09T12:42:36+02:00";7;5;3;7;null;null;6;0
"2020-10-09T12:42:37+02:00";null;null;null;null;5;6;null;null
"2020-10-09T12:42:40+02:00";null;null;null;null;null;null;6;null
"2020-10-09T12:42:41+02:00";7;5;3;7;null;6;null;0
"2020-10-09T12:42:42+02:00";null;null;null;null;6;null;null;null
"2020-10-09T12:42:46+02:00";7;5;3;7;7;6;6;0
"2020-10-09T12:42:51+02:00";7;5;3;7;null;6;7;0
"2020-10-09T12:42:52+02:00";null;null;null;null;6;null;null;null
"2020-10-09T12:42:55+02:00";null;null;null;null;null;null;6;null
"2020-10-09T12:42:56+02:00";7;5;3;7;5;6;null;0
"2020-10-09T12:43:00+02:00";null;null;null;null;null;null;7;null
"2020-10-09T12:43:01+02:00";7;5;3;7;null;6;null;0
"2020-10-09T12:43:02+02:00";null;null;null;null;5;null;null;null
"2020-10-09T12:43:05+02:00";null;null;null;null;null;null;6;null
"2020-10-09T12:43:06+02:00";7;7;3;7;null;6;null;0
"2020-10-09T12:43:07+02:00";null;null;null;null;6;null;null;null
"2020-10-09T12:43:11+02:00";7;5;6;7;null;null;7;0
"2020-10-09T12:43:12+02:00";null;null;null;null;7;6;null;null
"2020-10-09T12:43:16+02:00";7;5;6;7;null;null;7;0
"2020-10-09T12:43:17+02:00";null;null;null;null;5;6;null;null
"2020-10-09T12:43:20+02:00";null;null;null;null;null;null;7;5
"2020-10-09T12:43:21+02:00";7;5;6;7;null;null;null;null
"2020-10-09T12:43:22+02:00";null;null;null;null;6;6;null;null
"2020-10-09T12:43:26+02:00";6;5;6;7;null;6;7;6
"2020-10-09T12:43:27+02:00";null;null;null;null;7;null;null;null
"2020-10-09T12:43:30+02:00";null;null;null;null;null;null;6;6
"2020-10-09T12:43:31+02:00";6;5;6;7;null;6;null;null
"2020-10-09T12:43:32+02:00";null;null;null;null;5;null;null;null
"2020-10-09T12:43:35+02:00";null;null;null;null;null;null;7;null
"2020-10-09T12:43:36+02:00";6;5;6;7;null;null;null;0
"2020-10-09T12:43:37+02:00";null;null;null;null;5;6;null;null
"2020-10-09T12:43:41+02:00";7;5;6;7;null;null;6;7
"2020-10-09T12:43:42+02:00";null;null;null;null;5;6;null;null
"2020-10-09T12:43:46+02:00";0;5;6;7;null;null;6;0
"2020-10-09T12:43:47+02:00";null;null;null;null;6;6;null;null
"2020-10-09T12:43:50+02:00";null;null;null;null;null;null;6;null
"2020-10-09T12:43:51+02:00";7;5;6;7;null;6;null;0
"2020-10-09T12:43:52+02:00";null;null;null;null;6;null;null;null
"2020-10-09T12:43:56+02:00";7;5;6;7;0;6;6;0
"2020-10-09T12:44:00+02:00";null;null;null;null;null;null;6;null
"2020-10-09T12:44:01+02:00";7;5;6;7;6;6;null;0
"2020-10-09T12:44:06+02:00";7;6;6;7;null;null;7;7
"2020-10-09T12:44:07+02:00";null;null;null;null;6;6;null;null
"2020-10-09T12:44:10+02:00";null;null;null;null;null;null;6;null
"2020-10-09T12:44:11+02:00";6;6;6;7;null;6;null;7
"2020-10-09T12:44:12+02:00";null;null;null;null;0;null;null;null
"2020-10-09T12:44:16+02:00";6;6;6;7;null;null;6;6
"2020-10-09T12:44:17+02:00";null;null;null;null;7;6;null;null
