sep=;
"Time";"APP: 3 - Node: 11";"APP: 3 - Node: 8860215";"APP: 4 - Node: 11880865";"APP: 4 - Node: 12";"APP: 2 - Node: 13";"APP: 2 - Node: 8860310";"APP: 1 - Node: 11879605";"APP: 1 - Node: 13"
"2020-10-09T12:43:30+02:00";null;null;null;null;null;null;130;82
"2020-10-09T12:43:31+02:00";27;122;77;25;null;41;null;null
"2020-10-09T12:43:32+02:00";null;null;null;null;100;null;null;null
"2020-10-09T12:43:35+02:00";null;null;null;null;null;null;44;null
"2020-10-09T12:43:36+02:00";54;99;105;26;null;null;null;113
"2020-10-09T12:43:37+02:00";null;null;null;null;21;45;null;null
"2020-10-09T12:43:41+02:00";27;117;85;34;null;null;55;102
"2020-10-09T12:43:42+02:00";null;null;null;null;50;46;null;null
"2020-10-09T12:43:46+02:00";27;118;75;23;null;null;46;24
"2020-10-09T12:43:47+02:00";null;null;null;null;51;47;null;null
"2020-10-09T12:43:50+02:00";null;null;null;null;null;null;55;null
"2020-10-09T12:43:51+02:00";26;114;63;31;null;53;null;36
"2020-10-09T12:43:52+02:00";null;null;null;null;26;null;null;null
"2020-10-09T12:43:56+02:00";38;118;64;22;43;47;45;55
"2020-10-09T12:44:00+02:00";null;null;null;null;null;null;57;null
"2020-10-09T12:44:01+02:00";55;87;86;25;87;54;null;61
"2020-10-09T12:44:06+02:00";27;122;90;37;null;null;67;64
"2020-10-09T12:44:07+02:00";null;null;null;null;65;46;null;null
"2020-10-09T12:44:10+02:00";null;null;null;null;null;null;45;null
"2020-10-09T12:44:11+02:00";23;121;102;53;null;47;null;24
"2020-10-09T12:44:12+02:00";null;null;null;null;35;null;null;null
"2020-10-09T12:44:16+02:00";25;117;77;36;null;null;56;22
"2020-10-09T12:44:17+02:00";null;null;null;null;43;45;null;null
"2020-10-09T12:44:20+02:00";null;null;null;null;null;null;68;null
"2020-10-09T12:44:21+02:00";53;101;91;null;null;null;null;47
"2020-10-09T12:44:22+02:00";null;null;null;25;82;55;null;null
"2020-10-09T12:44:25+02:00";null;null;null;null;null;null;56;null
"2020-10-09T12:44:26+02:00";58;124;83;null;null;null;null;74
"2020-10-09T12:44:27+02:00";null;null;null;32;94;46;null;null
"2020-10-09T12:44:30+02:00";null;null;null;null;null;null;44;108
"2020-10-09T12:44:31+02:00";38;125;58;120;null;null;null;null
"2020-10-09T12:44:32+02:00";null;null;null;null;57;47;null;null
"2020-10-09T12:44:35+02:00";null;null;null;null;null;null;99;41
"2020-10-09T12:44:36+02:00";24;121;78;36;null;null;null;null
"2020-10-09T12:44:37+02:00";null;null;null;null;54;48;null;null
"2020-10-09T12:44:40+02:00";null;null;null;null;null;null;43;null
