Time;Datetime;Slice (control);Slice (ping);Slice (APP 1);Slice (APP 2)
207;2020-09-16T11:28:25+02:00;12000.0;12000.0;12000.0;2.0
208;2020-09-16T11:28:26+02:00;null;null;null;null
209;2020-09-16T11:28:27+02:00;12000.0;12000.0;12000.0;2.0
210;2020-09-16T11:28:28+02:00;12000.0;12000.0;12000.0;2.0
211;2020-09-16T11:28:29+02:00;12000.0;12000.0;12000.0;2.0
212;2020-09-16T11:28:30+02:00;12000.0;12000.0;12000.0;null
213;2020-09-16T11:28:31+02:00;null;null;null;2.0
214;2020-09-16T11:28:32+02:00;12000.0;12000.0;12000.0;2.0
215;2020-09-16T11:28:33+02:00;12000.0;12000.0;12000.0;2.0
216;2020-09-16T11:28:34+02:00;12000.0;12000.0;12000.0;2.0
217;2020-09-16T11:28:35+02:00;12000.0;null;null;null
218;2020-09-16T11:28:36+02:00;null;12000.0;12000.0;2.0
219;2020-09-16T11:28:37+02:00;12000.0;12000.0;12000.0;2.0
220;2020-09-16T11:28:38+02:00;12000.0;12000.0;12000.0;2.0
221;2020-09-16T11:28:39+02:00;12000.0;12000.0;12000.0;2.0
222;2020-09-16T11:28:40+02:00;12000.0;12000.0;12000.0;null
223;2020-09-16T11:28:41+02:00;12000.0;12000.0;12000.0;2.0
224;2020-09-16T11:28:42+02:00;12000.0;12000.0;12000.0;2.0
225;2020-09-16T11:28:43+02:00;12000.0;12000.0;12000.0;2.0
226;2020-09-16T11:28:44+02:00;12000.0;12000.0;12000.0;2.0
227;2020-09-16T11:28:45+02:00;12000.0;12000.0;12000.0;2.0
228;2020-09-16T11:28:46+02:00;null;null;null;null
229;2020-09-16T11:28:47+02:00;12000.0;12000.0;12000.0;2.0
230;2020-09-16T11:28:48+02:00;12000.0;12000.0;12000.0;2.0
231;2020-09-16T11:28:49+02:00;12000.0;12000.0;12000.0;2.0
232;2020-09-16T11:28:50+02:00;12000.0;12000.0;12000.0;2.0
233;2020-09-16T11:28:51+02:00;12000.0;12000.0;12000.0;2.0
234;2020-09-16T11:28:52+02:00;12000.0;12000.0;12000.0;2.0
235;2020-09-16T11:28:53+02:00;12000.0;12000.0;12000.0;2.0
236;2020-09-16T11:28:54+02:00;12000.0;12000.0;12000.0;2.0
237;2020-09-16T11:28:55+02:00;12000.0;12000.0;null;null
238;2020-09-16T11:28:56+02:00;12000.0;null;12000.0;2.0
239;2020-09-16T11:28:57+02:00;12000.0;12000.0;12000.0;2.0
240;2020-09-16T11:28:58+02:00;12000.0;12000.0;12000.0;2.0
241;2020-09-16T11:28:59+02:00;12000.0;12000.0;null;2.0
242;2020-09-16T11:29:00+02:00;null;null;12000.0;2.0
243;2020-09-16T11:29:01+02:00;12000.0;12000.0;12000.0;2.0
244;2020-09-16T11:29:02+02:00;12000.0;12000.0;12000.0;2.0
245;2020-09-16T11:29:03+02:00;12000.0;12000.0;12000.0;2.0
246;2020-09-16T11:29:04+02:00;12000.0;12000.0;12000.0;2.0
247;2020-09-16T11:29:05+02:00;null;null;null;null
248;2020-09-16T11:29:06+02:00;12000.0;12000.0;12000.0;2.0
249;2020-09-16T11:29:07+02:00;12000.0;12000.0;12000.0;2.0
250;2020-09-16T11:29:08+02:00;12000.0;12000.0;null;null
251;2020-09-16T11:29:09+02:00;12000.0;12000.0;12000.0;2.0
252;2020-09-16T11:29:10+02:00;12000.0;12000.0;null;null
253;2020-09-16T11:29:11+02:00;12000.0;12000.0;12000.0;2.0
254;2020-09-16T11:29:12+02:00;12000.0;12000.0;12000.0;2.0
255;2020-09-16T11:29:13+02:00;12000.0;12000.0;12000.0;2.0
256;2020-09-16T11:29:14+02:00;12000.0;12000.0;12000.0;2.0
257;2020-09-16T11:29:15+02:00;12000.0;12000.0;12000.0;2.0
258;2020-09-16T11:29:16+02:00;12000.0;12000.0;12000.0;2.0
259;2020-09-16T11:29:17+02:00;12000.0;12000.0;12000.0;2.0
260;2020-09-16T11:29:18+02:00;12000.0;12000.0;12000.0;2.0
261;2020-09-16T11:29:19+02:00;12000.0;12000.0;12000.0;2.0
262;2020-09-16T11:29:20+02:00;12000.0;12000.0;12000.0;2.0
263;2020-09-16T11:29:21+02:00;12000.0;12000.0;12000.0;2.0
264;2020-09-16T11:29:22+02:00;12000.0;12000.0;12000.0;2.0
265;2020-09-16T11:29:23+02:00;12000.0;12000.0;12000.0;2.0
266;2020-09-16T11:29:24+02:00;12000.0;12000.0;12000.0;2.0
267;2020-09-16T11:29:25+02:00;12000.0;12000.0;12000.0;2.0
268;2020-09-16T11:29:26+02:00;12000.0;12000.0;12000.0;null
269;2020-09-16T11:29:27+02:00;12000.0;12000.0;12000.0;2.0
270;2020-09-16T11:29:28+02:00;12000.0;12000.0;12000.0;2.0
271;2020-09-16T11:29:29+02:00;12000.0;12000.0;12000.0;12000.0
272;2020-09-16T11:29:30+02:00;12000.0;12000.0;12000.0;12000.0
273;2020-09-16T11:29:31+02:00;null;null;null;null
274;2020-09-16T11:29:32+02:00;12000.0;12000.0;12000.0;12000.0
275;2020-09-16T11:29:33+02:00;12000.0;12000.0;12000.0;12000.0
276;2020-09-16T11:29:34+02:00;12000.0;12000.0;12000.0;12000.0
277;2020-09-16T11:29:35+02:00;12000.0;null;null;null
278;2020-09-16T11:29:36+02:00;12000.0;12000.0;12000.0;12000.0
279;2020-09-16T11:29:37+02:00;12000.0;12000.0;12000.0;12000.0
280;2020-09-16T11:29:38+02:00;12000.0;12000.0;12000.0;12000.0
281;2020-09-16T11:29:39+02:00;12000.0;12000.0;12000.0;12000.0
282;2020-09-16T11:29:40+02:00;null;null;null;null
283;2020-09-16T11:29:41+02:00;12000.0;12000.0;12000.0;12000.0
284;2020-09-16T11:29:42+02:00;12000.0;12000.0;12000.0;12000.0
285;2020-09-16T11:29:43+02:00;12000.0;12000.0;12000.0;12000.0
286;2020-09-16T11:29:44+02:00;12000.0;12000.0;12000.0;12000.0
287;2020-09-16T11:29:45+02:00;12000.0;12000.0;12000.0;12000.0
288;2020-09-16T11:29:46+02:00;12000.0;12000.0;12000.0;12000.0
289;2020-09-16T11:29:47+02:00;12000.0;12000.0;12000.0;12000.0
290;2020-09-16T11:29:48+02:00;12000.0;12000.0;12000.0;12000.0
291;2020-09-16T11:29:49+02:00;12000.0;12000.0;12000.0;12000.0
292;2020-09-16T11:29:50+02:00;12000.0;12000.0;12000.0;12000.0
293;2020-09-16T11:29:51+02:00;12000.0;12000.0;12000.0;12000.0
294;2020-09-16T11:29:52+02:00;12000.0;12000.0;12000.0;12000.0
295;2020-09-16T11:29:53+02:00;12000.0;12000.0;12000.0;12000.0
296;2020-09-16T11:29:54+02:00;12000.0;12000.0;12000.0;12000.0
297;2020-09-16T11:29:55+02:00;12000.0;12000.0;12000.0;12000.0
298;2020-09-16T11:29:56+02:00;12000.0;12000.0;12000.0;12000.0
299;2020-09-16T11:29:57+02:00;12000.0;12000.0;12000.0;12000.0
300;2020-09-16T11:29:58+02:00;12000.0;12000.0;12000.0;12000.0
301;2020-09-16T11:29:59+02:00;12000.0;12000.0;12000.0;12000.0
302;2020-09-16T11:30:01+02:00;null;null;null;null
