Time;Hour;STA 6;STA 5;STA 4;BE 2;QoS 2;BE 1
254;2020-11-23T18:49:57+01:00;0,005583578;0,00551187;0,00543298;0,965456942;4,340154472;4,404465244
255;2020-11-23T18:49:58+01:00;0,005763058;0,006186461;0,00590079;1,051425138;4,985908155;5,34927428
256;2020-11-23T18:49:59+01:00;0,005495478;0,005510159;0,005646543;1,038825421;5,272805703;4,718817246
257;2020-11-23T18:50:00+01:00;0,005480466;0,005551024;0,005500564;1,005270279;4,472351423;5,121546486
258;2020-11-23T18:50:01+01:00;0,005125421;0,004782115;0,004912319;0,944476933;3,864543796;4,072335565
259;2020-11-23T18:50:02+01:00;0,004121034;0,004044604;0,007617802;1,016141226;4,665861059;5,009711439
260;2020-11-23T18:50:03+01:00;0,009084407;0,007536142;0,001236847;0,91815752;3,799322038;4,244232496
261;2020-11-23T18:50:04+01:00;0,005605787;0,007045507;0,005939412;1,139782304;5,54770678;6,219389512
262;2020-11-23T18:50:05+01:00;0,005488165;0,005638997;0,005637392;1,025676501;4,453455042;4,731350887
263;2020-11-23T18:50:06+01:00;0,005428516;0,005028689;0,005176241;0,944877503;4,228418455;3,668335688
264;2020-11-23T18:50:07+01:00;0,004730705;0,00472746;0,008756823;0,977711416;4,699088945;4,666266554
265;2020-11-23T18:50:08+01:00;0,006587599;0,007056206;0,000971272;1,103866871;6,013220936;6,560371264
266;2020-11-23T18:50:09+01:00;0,005630385;0,005687738;0,005725884;1,050454761;4,950962922;4,945195618
267;2020-11-23T18:50:10+01:00;0,005197988;0,004957446;0,005017905;0,934588742;4,252140891;3,814341753
268;2020-11-23T18:50:11+01:00;0,004760745;0,00545525;0,0055487;0,986896926;4,34818592;5,418774283
269;2020-11-23T18:50:12+01:00;0,005316483;0,00532274;0,005288705;1,028001688;5,44628573;5,72573096
270;2020-11-23T18:50:13+01:00;0,005639603;0,005656719;0,005520087;0,999464429;4,997959658;5,456075374
271;2020-11-23T18:50:14+01:00;0,00552386;0,005619627;0,005767432;1,047549218;5,649651314;6,169945864
272;2020-11-23T18:50:15+01:00;0,005677992;0,005694234;0,005667733;1,028412543;5,917207341;5,862709753
273;2020-11-23T18:50:16+01:00;0,005536289;0,005538734;0,005534541;1,009992111;6,403895152;5,986738331
274;2020-11-23T18:50:17+01:00;0,005139747;0,005005761;0,009337783;0,98272786;5,084337565;5,289411261
275;2020-11-23T18:50:18+01:00;0,006078301;0,006648635;0,000911888;1,080824094;4,972726005;5,511466683
276;2020-11-23T18:50:19+01:00;0,00541439;0,005109978;0,004488618;0,831701063;4,010537157;4,457735849
277;2020-11-23T18:50:20+01:00;0,005171954;0,00522293;0,006313126;1,010667635;4,904565708;5,216460965
278;2020-11-23T18:50:21+01:00;0,005873946;0,005959761;0,005880606;1,133113451;4,543056522;5,208694241
